function,dim,swarmsize,omega,phip,phig,max_iter,best_pos,best_val,total_time
rastrigin,2,10,0.5,1.0,1.0,60,[-0.99487379  0.99473045],1.9899298661796365,0.39828991889953613
quadratic,5,10,0.5,1.0,1.0,60,"[ 5.30617929e-10 -1.04601796e-10  7.90696261e-01 -2.90849670e-01
 -3.23067308e+00]",2.9249692255097033e-19,0.3958761692047119
rastrigin,5,10,0.5,1.0,1.0,60,"[ 8.36760377e-03 -1.92115416e-04 -1.99043891e+00 -2.88491875e-03
 -1.99071072e+00]",7.975389597459582,0.40028882026672363
quadratic,2,10,0.5,1.0,1.0,250,[ 8.70625373e-33 -8.97569295e-33],1.5636191800698187e-64,1.5357425212860107
rastrigin,2,10,0.5,1.0,1.0,250,[-3.09858740e-10 -9.94958636e-01],0.9949590570932898,1.5014054775238037
quadratic,5,10,0.5,1.0,1.0,250,"[ 9.37955683e-35 -1.57870251e-34  4.71821645e-01  1.01177750e+00
 -2.48278776e+00]",3.372062470209956e-68,1.503206491470337
rastrigin,5,10,0.5,1.0,1.0,250,"[ 9.94878781e-01  9.93511350e-01 -9.94026697e-01 -9.95412969e-01
  2.16762911e-04]",3.9804752664897265,1.501373529434204
quadratic,2,25,0.4,1.8,1.8,60,[-9.82304568e-09 -4.21380009e-10],9.666978746333308e-17,0.9790778160095215
rastrigin,2,25,0.4,1.8,1.8,60,[1.14770954e-06 1.16893965e-06],5.324167773324007e-10,0.9697227478027344
quadratic,5,25,0.4,1.8,1.8,60,"[-1.26563993e-09  1.21236849e-08  5.09416119e+00 -2.55645613e+00
 -3.17880085e+00]",1.485855798921337e-16,0.9436068534851074
rastrigin,5,25,0.4,1.8,1.8,60,"[-1.08947069e-04 -3.11110712e-04  9.94116914e-01 -1.98982609e+00
  4.76640479e-04]",4.9749988284044235,0.9449613094329834
quadratic,2,25,0.4,1.8,1.8,250,[1.29445585e-31 9.35205251e-32],2.550224812327384e-62,3.743082046508789
rastrigin,2,25,0.4,1.8,1.8,250,[ 1.93796976e-10 -3.48006699e-10],0.0,3.663694381713867
quadratic,5,25,0.4,1.8,1.8,250,"[ 8.35754469e-31 -9.80571403e-31 -4.39873359e+00  4.31414524e+00
 -1.16173218e+00]",1.660005808684282e-60,3.702310562133789
rastrigin,5,25,0.4,1.8,1.8,250,"[ 1.71716269e-09 -5.19714081e-10 -4.53723433e-09  4.98114911e-10
 -5.38942471e-10]",0.0,3.6965014934539795
quadratic,2,25,0.4,1.8,1.0,60,[-1.49094208e-10 -5.59784607e-11],2.5362670992768202e-20,0.9494435787200928
rastrigin,2,25,0.4,1.8,1.0,60,[1.54595610e-09 3.45454114e-09],0.0,0.9674360752105713
quadratic,5,25,0.4,1.8,1.0,60,"[ 1.23166747e-10  1.17877929e-10 -4.17897475e+00  1.71306378e+00
  3.12807975e+00]",2.906525366755131e-20,0.9272792339324951
rastrigin,5,25,0.4,1.8,1.0,60,[ 0.01366888  0.01734031 -0.99863956 -0.99425703 -0.0014451 ],2.089756914101571,0.9819104671478271
quadratic,2,25,0.4,1.8,1.0,250,[ 3.04128738e-40 -2.06951210e-39],4.375374619920925e-78,3.6537632942199707
rastrigin,2,25,0.4,1.8,1.0,250,[-1.32670688e-09 -1.84748831e-09],0.0,3.6813971996307373
quadratic,5,25,0.4,1.8,1.0,250,"[ 9.66058638e-40 -1.25645229e-39  4.94117076e-01  2.86914735e+00
  3.68966768e-01]",2.5119416428805445e-78,3.7326695919036865
rastrigin,5,25,0.4,1.8,1.0,250,"[-9.94956276e-01 -2.98800291e-05  9.94958219e-01 -2.81963633e-06
  6.24290016e-07]",1.9899182941094011,3.7270264625549316
quadratic,2,25,0.4,1.0,1.8,60,[ 1.49009392e-10 -5.72398180e-10],3.4984347596430686e-19,0.9549124240875244
rastrigin,2,25,0.4,1.0,1.8,60,[ 9.94958638e-01 -7.27130988e-10],0.9949590570932898,0.953101634979248
quadratic,5,25,0.4,1.0,1.8,60,"[-3.48745174e-11 -3.11030957e-10  1.01661856e+00  1.22941016e+00
 -2.17436333e+00]",9.795648830341114e-20,0.9608778953552246
rastrigin,5,25,0.4,1.0,1.8,60,"[-9.94970217e-01 -1.10573106e-06  9.94969690e-01 -5.31905082e-06
 -4.38831393e-06]",1.9899181746743864,0.9534533023834229
quadratic,2,25,0.4,1.0,1.8,250,[-1.61344338e-37 -1.36395038e-37],4.4635601793803455e-74,3.7355828285217285
rastrigin,2,25,0.4,1.0,1.8,250,[ 1.30101326e-10 -1.35888219e-09],0.0,3.775278329849243
quadratic,5,25,0.4,1.0,1.8,250,"[ 1.40851628e-38  5.00707153e-39 -6.42464715e-01  3.21750272e+00
 -6.13075007e-01]",2.2346257545086734e-76,3.7042269706726074
rastrigin,5,25,0.4,1.0,1.8,250,"[-9.94958639e-01 -9.94958639e-01  1.98991223e+00  9.94958636e-01
  2.45302198e-09]",6.9647083618339565,3.6995861530303955
quadratic,2,25,0.4,1.0,1.0,60,[ 3.66323725e-12 -3.76841926e-12],2.762029087066758e-23,0.9644443988800049
rastrigin,2,25,0.4,1.0,1.0,60,[3.35568963e-09 1.41070377e-09],0.0,0.960684061050415
quadratic,5,25,0.4,1.0,1.0,60,"[-3.68859238e-11  1.27268372e-11  4.05780441e+00  1.32228723e+00
  2.49410349e+00]",1.5225437619629639e-21,0.9714868068695068
rastrigin,5,25,0.4,1.0,1.0,60,[ 1.99250167 -0.9942564  -0.99518328 -0.9895645  -0.99486149],7.9668721738648145,0.9955112934112549
quadratic,2,25,0.4,1.0,1.0,250,[ 8.90457434e-47 -3.50789718e-47],9.159678676445837e-93,3.698004961013794
rastrigin,2,25,0.4,1.0,1.0,250,[ 3.11557227e-10 -7.06893842e-10],0.0,3.7565925121307373
quadratic,5,25,0.4,1.0,1.0,250,"[ 2.67913158e-45  2.18276954e-46 -1.09540270e+00  4.67342314e+00
 -2.21512469e+00]",7.225390832693466e-90,3.755660057067871
rastrigin,5,25,0.4,1.0,1.0,250,"[ 4.47141391e-06  1.98993798e+00 -3.28615231e-07 -1.98991247e+00
 -9.94959313e-01]",8.954621573508703,3.793729543685913
quadratic,2,25,0.5,1.8,1.8,60,[-6.25965692e-07  5.17229596e-09],3.9185980030358583e-13,0.961329460144043
rastrigin,2,25,0.5,1.8,1.8,60,[-1.1145733e-05 -1.2486675e-05],5.557843607562063e-08,0.9560890197753906
quadratic,5,25,0.5,1.8,1.8,60,"[-1.80667092e-08 -5.14727240e-07  3.51789452e+00  5.12000000e+00
 -1.32933622e-01]",2.65270537797636e-13,0.981410026550293
rastrigin,5,25,0.5,1.8,1.8,60,[-0.09138285 -0.54327182 -0.07379685 -0.04684451  0.18629036],1.2743502394487507,0.9402680397033691
quadratic,2,25,0.5,1.8,1.8,250,[-1.8661304e-23 -2.3146813e-23],8.840192160359556e-46,3.8348588943481445
rastrigin,2,25,0.5,1.8,1.8,250,[ 3.68532841e-09 -1.17949412e-09],0.0,3.8340344429016113
quadratic,5,25,0.5,1.8,1.8,250,"[-6.91175148e-24 -7.88706446e-24 -5.12000000e+00  2.59949336e+00
 -5.08093669e+00]",1.0997809422245851e-46,3.81984281539917
rastrigin,5,25,0.5,1.8,1.8,250,"[-1.47721310e-09 -2.89536100e-10 -3.69641187e-09 -9.94958635e-01
 -9.94958643e-01]",1.9899181141865867,3.8021738529205322
quadratic,2,25,0.5,1.8,1.0,60,[1.64040568e-08 2.64234336e-08],9.672909240619083e-16,1.0589444637298584
rastrigin,2,25,0.5,1.8,1.0,60,[-7.38994939e-07  1.66900108e-06],6.609752745134756e-10,1.0045886039733887
quadratic,5,25,0.5,1.8,1.0,60,"[ 7.30573434e-09 -1.70523629e-08  3.68964586e+00 -2.75643840e-01
 -2.50710366e+00]",3.4415683543164086e-16,1.0147435665130615
rastrigin,5,25,0.5,1.8,1.0,60,[ 0.99496649  0.99504245 -0.99497287 -0.99499439 -0.99490859],4.974797481050217,0.9868395328521729
quadratic,2,25,0.5,1.8,1.0,250,[ 7.64722333e-32 -7.54857472e-32],1.154610049092308e-62,3.687591314315796
rastrigin,2,25,0.5,1.8,1.0,250,[ 6.22203989e-10 -1.82167359e-09],0.0,3.6878671646118164
quadratic,5,25,0.5,1.8,1.0,250,"[ 4.51304947e-31  9.83215269e-32  3.36125278e-01  2.25880134e+00
 -3.35849658e+00]",2.1334327775195786e-61,3.705087423324585
rastrigin,5,25,0.5,1.8,1.0,250,"[ 2.28346534e-09  1.16191083e-09  9.94958638e-01 -3.60272933e-09
  1.98991224e+00]",4.974790247647377,3.6403069496154785
quadratic,2,25,0.5,1.0,1.8,60,[-1.12762897e-08  5.22277151e-08],2.8548889296128546e-15,0.9370238780975342
rastrigin,2,25,0.5,1.0,1.8,60,[-1.31435536e-06  1.24899376e-06],6.522178352952324e-10,0.9476876258850098
quadratic,5,25,0.5,1.0,1.8,60,"[ 8.60989724e-09 -1.23664381e-08  5.12000000e+00 -2.01124987e+00
 -5.12000000e+00]",2.2705912075154467e-16,0.9486386775970459
rastrigin,5,25,0.5,1.0,1.8,60,"[-9.94949056e-01  6.60740346e-05 -9.94969143e-01 -9.94961515e-01
  8.64300301e-05]",2.9848795611642487,0.9392080307006836
quadratic,2,25,0.5,1.0,1.8,250,[-7.42761993e-31 -1.22804719e-30],2.0597952868586593e-60,3.784583568572998
rastrigin,2,25,0.5,1.0,1.8,250,[-1.03236692e-09 -5.48486737e-10],0.0,3.742323875427246
quadratic,5,25,0.5,1.0,1.8,250,"[ 1.39578517e-29  6.67881537e-30 -3.51021852e+00 -2.98990250e+00
 -5.12000000e+00]",2.394282000280857e-58,3.7150685787200928
rastrigin,5,25,0.5,1.0,1.8,250,"[ 4.42684902e-10  9.94958639e-01  2.25799421e-09 -2.15690552e-09
 -2.98485570e+00]",9.949560298580295,3.7239551544189453
quadratic,2,25,0.5,1.0,1.0,60,[-8.52219293e-10  2.63134400e-10],7.955174349940805e-19,0.959883451461792
rastrigin,2,25,0.5,1.0,1.0,60,[1.43049343e-06 8.09901939e-07],5.361044941309956e-10,0.9492037296295166
quadratic,5,25,0.5,1.0,1.0,60,"[ 1.02381863e-08  3.89190659e-10 -1.41492743e+00 -2.14844473e+00
  1.70660590e+00]",1.049719272210398e-16,0.954655647277832
rastrigin,5,25,0.5,1.0,1.0,60,"[-1.98991438e+00 -1.98991008e+00 -1.63774918e-06 -1.98991342e+00
 -3.64028113e-06]",11.939493576934716,0.9567852020263672
quadratic,2,25,0.5,1.0,1.0,250,[1.52346560e-36 1.31457133e-37],2.3382284215998204e-72,3.2445569038391113
rastrigin,2,25,0.5,1.0,1.0,250,[-3.28773743e-09  1.42890441e-09],0.0,3.1881818771362305
quadratic,5,25,0.5,1.0,1.0,250,"[ 5.04622090e-36 -1.52689807e-35 -1.32551447e+00 -3.77105891e+00
  2.54742054e+00]",2.5860611742954417e-70,3.138035774230957
rastrigin,5,25,0.5,1.0,1.0,250,"[-9.94949450e-01  4.15750899e-06  9.94915876e-01 -1.98991290e+00
 -4.94838561e-06]",5.969749692443223,3.105574369430542
